dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
21744,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150}",0.614232,0.091406,0.815854,0.043496,0.830875,0.053745,0.789891,0.080413,0.808533,0.047752,0.810383,0.046811,0.620766,0.093623
7150,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.615929,0.090389,0.815691,0.043511,0.825485,0.054894,0.798705,0.078353,0.810432,0.047105,0.812095,0.046238,0.624189,0.092477
5619,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.618807,0.092588,0.818441,0.043791,0.835321,0.053429,0.789222,0.082378,0.810297,0.048749,0.812271,0.047562,0.624542,0.095123
13666,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.604745,0.093307,0.812353,0.044104,0.83337,0.053649,0.775945,0.082507,0.802471,0.049264,0.804657,0.047855,0.609315,0.095711
18670,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.610142,0.09144,0.812863,0.043991,0.822688,0.05496,0.795834,0.078929,0.807591,0.04767,0.809261,0.046786,0.618522,0.093572
19246,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.609495,0.091261,0.813704,0.043494,0.829541,0.054017,0.786288,0.080516,0.806001,0.047917,0.807914,0.046779,0.615829,0.093558
15402,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 50}",0.597879,0.092858,0.808858,0.043807,0.829327,0.05401,0.773392,0.084415,0.799069,0.04932,0.80136,0.047798,0.602719,0.095596
7535,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.61255,0.091276,0.814949,0.0436,0.829558,0.054228,0.789708,0.079252,0.807818,0.047687,0.809633,0.046618,0.619266,0.093236
10046,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.614365,0.093786,0.815952,0.044275,0.830915,0.05325,0.790035,0.083861,0.808538,0.049547,0.810475,0.048321,0.620951,0.096641
12719,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.617141,0.089974,0.816175,0.043384,0.825395,0.054662,0.800203,0.076872,0.811215,0.046602,0.812799,0.045865,0.625598,0.09173
14270,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.604304,0.089166,0.809329,0.043335,0.815925,0.055102,0.797948,0.075843,0.805413,0.04616,0.806936,0.045549,0.613873,0.091099
9471,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.614834,0.091761,0.814351,0.043848,0.820255,0.054589,0.804105,0.081129,0.810518,0.047894,0.81218,0.047135,0.624359,0.094271
3876,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 175}",0.612133,0.092211,0.816555,0.043262,0.841415,0.052739,0.773526,0.084522,0.804975,0.04933,0.807471,0.04756,0.614941,0.095119
24435,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150}",0.612173,0.095067,0.815768,0.04481,0.836017,0.054149,0.780745,0.085234,0.806141,0.050436,0.808381,0.048936,0.616762,0.097871
19451,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 75}",0.591186,0.090326,0.805034,0.042897,0.822416,0.053891,0.774932,0.081447,0.796606,0.047617,0.798674,0.046375,0.597348,0.092749
3903,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 75}",0.612994,0.093306,0.81513,0.044401,0.829325,0.05393,0.790552,0.081862,0.808095,0.048968,0.809939,0.047934,0.619877,0.095868
3903,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 100}",0.616193,0.093486,0.816567,0.044359,0.830223,0.053969,0.792917,0.083261,0.809679,0.049316,0.81157,0.048154,0.623139,0.096307
12899,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.607025,0.091376,0.81289,0.043431,0.83118,0.054298,0.781265,0.082129,0.80412,0.04822,0.806222,0.046953,0.612444,0.093907
9454,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150}",0.614993,0.090672,0.816468,0.042977,0.832316,0.052787,0.788992,0.080141,0.808778,0.047794,0.810654,0.046476,0.621308,0.092951
19051,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.61471,0.091161,0.815194,0.043688,0.825476,0.05443,0.797398,0.079052,0.809764,0.047513,0.811437,0.046624,0.622874,0.093248
7532,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.614056,0.090144,0.815845,0.043025,0.831195,0.053796,0.789274,0.079158,0.808388,0.047174,0.810234,0.046133,0.620468,0.092267
13291,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 75}",0.609283,0.089095,0.813391,0.04245,0.828085,0.053749,0.787934,0.078828,0.80616,0.046606,0.808009,0.045507,0.616018,0.091015
16377,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.613118,0.092868,0.815113,0.043984,0.829169,0.053866,0.790788,0.083446,0.808052,0.048918,0.809978,0.047839,0.619957,0.095678
7150,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 75}",0.608137,0.09256,0.812697,0.043983,0.8266,0.05403,0.788597,0.08169,0.805735,0.048584,0.807598,0.047498,0.615197,0.094996
4079,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.610224,0.093228,0.814773,0.043875,0.834467,0.053234,0.780657,0.083762,0.805401,0.049295,0.807562,0.047922,0.615124,0.095844
15596,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 75}",0.610289,0.092193,0.814009,0.043795,0.829544,0.054143,0.787145,0.081869,0.806391,0.048598,0.808344,0.047302,0.616688,0.094605
10231,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 50}",0.605711,0.092663,0.812209,0.044015,0.830009,0.054034,0.78142,0.080793,0.803741,0.048419,0.805714,0.047336,0.611429,0.094672
7144,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.614256,0.091291,0.81574,0.043465,0.829816,0.053495,0.791363,0.080343,0.808776,0.047922,0.810589,0.046838,0.621179,0.093676
13668,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 175}",0.608152,0.092779,0.814026,0.043826,0.835586,0.05429,0.776703,0.08321,0.803849,0.049167,0.806145,0.047559,0.612289,0.095119
2735,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.600703,0.093355,0.808423,0.045151,0.819556,0.056736,0.789177,0.078996,0.80264,0.048457,0.804366,0.047611,0.608733,0.095223
6762,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.615113,0.089827,0.815535,0.042999,0.826563,0.053856,0.796469,0.078186,0.809851,0.046695,0.811516,0.045904,0.623033,0.091808
6765,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.618606,0.089604,0.817101,0.043081,0.827392,0.054331,0.799306,0.077184,0.811726,0.046531,0.813349,0.045715,0.626698,0.09143
10222,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.605685,0.092992,0.812554,0.043736,0.832449,0.053878,0.778069,0.084227,0.803022,0.0492,0.805259,0.047752,0.610518,0.095504
16165,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.609961,0.092161,0.815419,0.043271,0.840115,0.053507,0.772686,0.084475,0.803886,0.04906,0.8064,0.047399,0.612801,0.094798
431,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.618014,0.090786,0.816965,0.04376,0.828196,0.055337,0.797528,0.076483,0.811237,0.046821,0.812862,0.046069,0.625724,0.092138
10046,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 150}",0.613939,0.091916,0.815541,0.04368,0.829679,0.053768,0.791086,0.081467,0.808519,0.048267,0.810383,0.047165,0.620765,0.09433
13499,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 75}",0.604485,0.090898,0.810995,0.043365,0.825089,0.053286,0.786606,0.079682,0.804054,0.047715,0.805847,0.046654,0.611695,0.093308
