dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
19063,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 400}",0.612421,0.095222,0.815409,0.045144,0.833254,0.055363,0.784555,0.083114,0.806845,0.049714,0.808905,0.048599,0.617809,0.097197
10340,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 350}",0.612615,0.092572,0.815441,0.044136,0.833408,0.056218,0.784322,0.083109,0.806692,0.048739,0.808865,0.047445,0.61773,0.09489
10341,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 350}",0.612645,0.092569,0.815455,0.044137,0.833431,0.056234,0.784322,0.083109,0.806703,0.048736,0.808876,0.047442,0.617752,0.094885
9890,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 300}",0.602307,0.092825,0.811309,0.043839,0.83433,0.055582,0.771485,0.084244,0.800448,0.048719,0.802907,0.047492,0.605814,0.094985
9891,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 300}",0.602307,0.092825,0.811309,0.043839,0.83433,0.055582,0.771485,0.084244,0.800448,0.048719,0.802907,0.047492,0.605814,0.094985
22242,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 150}",0.600062,0.09675,0.809646,0.045559,0.828816,0.055238,0.776443,0.086874,0.800358,0.051063,0.802629,0.04976,0.605259,0.09952
22243,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 150}",0.600062,0.09675,0.809646,0.045559,0.828816,0.055238,0.776443,0.086874,0.800358,0.051063,0.802629,0.04976,0.605259,0.09952
11864,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.624867,0.085562,0.811982,0.043513,0.787147,0.058539,0.85494,0.068928,0.819009,0.043936,0.821044,0.04377,0.642087,0.08754
11865,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.624867,0.085562,0.811982,0.043513,0.787147,0.058539,0.85494,0.068928,0.819009,0.043936,0.821044,0.04377,0.642087,0.08754
11866,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.62519,0.085583,0.812115,0.043515,0.787171,0.058554,0.855255,0.069024,0.819169,0.043957,0.821213,0.043784,0.642427,0.087569
11867,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.62519,0.085583,0.812115,0.043515,0.787171,0.058554,0.855255,0.069024,0.819169,0.043957,0.821213,0.043784,0.642427,0.087569
11868,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625092,0.08548,0.812099,0.043513,0.787285,0.058625,0.855022,0.068702,0.819123,0.043889,0.821153,0.043711,0.642307,0.087422
11869,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625092,0.08548,0.812099,0.043513,0.787285,0.058625,0.855022,0.068702,0.819123,0.043889,0.821153,0.043711,0.642307,0.087422
11870,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625263,0.0855,0.812144,0.043522,0.787195,0.058692,0.855297,0.068888,0.819198,0.043926,0.821246,0.043735,0.642491,0.08747
11871,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625263,0.0855,0.812144,0.043522,0.787195,0.058692,0.855297,0.068888,0.819198,0.043926,0.821246,0.043735,0.642491,0.08747
24152,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625514,0.08565,0.812288,0.043563,0.787331,0.058441,0.855458,0.068669,0.819371,0.043968,0.821395,0.043804,0.64279,0.087608
