name,mean_test_accuracy_mean,mean_test_accuracy_std,mean_test_recall_mean,mean_test_recall_std,mean_test_specificity_mean,mean_test_specificity_std,mean_test_mcc_mean,mean_test_mcc_std,mean_test_gm_mean,mean_test_gm_std,mean_test_uar_mean,mean_test_uar_std,mean_test_bm_mean,mean_test_bm_std
21276,0.584457,0.0014891668811788275,0.38444449999999997,0.0026184164107337544,0.849939,0.006898533757256027,0.2615845,0.005753727878514902,0.56847,0.0005317442994522659,0.617192,0.0021397051198704738,0.23438350000000002,0.004280117346522174
21277,0.608679,0.0,0.454714,0.0,0.812927,0.0,0.283805,0.0,0.605352,0.0,0.63382,0.0,0.267641,0.0
21278,0.584983,0.002233043214987113,0.38353499999999996,0.003904643645712095,0.8524084999999999,0.010390934149536325,0.263568,0.008558820479481975,0.5686755,0.0008223651865199726,0.617972,0.003242791698521492,0.235944,0.006486997610605378
21279,0.605521,0.0,0.45101,0.0,0.810488,0.0,0.277307,0.0,0.601716,0.0,0.630749,0.0,0.261498,0.0
21280,0.6508345,0.004473864604567266,0.44164950000000003,0.010475786963278678,0.928598,0.003449266878628013,0.40788349999999995,0.004538918428436454,0.638831,0.006294664566122621,0.6851240000000001,0.0035129064889347483,0.3702475,0.0070265200846507045
21281,0.720392,0.0,0.641279,0.0,0.825122,0.0,0.467525,0.0,0.725486,0.0,0.733201,0.0,0.466401,0.0
21282,0.6513605,0.006722464168740459,0.44165,0.015713326891527473,0.9298175,0.005173900317941981,0.4093015,0.006967123115031053,0.63927,0.00957988267151535,0.6857335,0.0052700668401832905,0.37146650000000003,0.010539426573585493
21283,0.719328,0.0,0.635758,0.0,0.83,0.0,0.467225,0.0,0.724647,0.0,0.732879,0.0,0.465758,0.0
21284,0.649782,0.005962324378964965,0.439798,0.013094203374012472,0.928598,0.003449266878628013,0.4062335,0.006872370806352039,0.637393,0.008328303668815203,0.684198,0.0048224682476922884,0.3683955,0.009645643602165705
21285,0.721445,0.0,0.641279,0.0,0.827561,0.0,0.470131,0.0,0.726541,0.0,0.73442,0.0,0.46884,0.0
21286,0.6508339999999999,0.007467047609329951,0.440724,0.017022888650284975,0.9298175,0.005173900317941981,0.408562,0.008012934044405963,0.638659,0.010443967158125272,0.6852705,0.0059248477195620215,0.3705405,0.011848988332342993
21287,0.719328,0.0,0.635758,0.0,0.83,0.0,0.467225,0.0,0.724647,0.0,0.732879,0.0,0.465758,0.0
21288,0.6318254999999999,0.0074592694347369115,0.4037035,0.014380430608990812,0.9346955,0.001724633439314046,0.38358650000000005,0.009985054857135234,0.6125095,0.010414975780096652,0.6691995,0.006327898584838403,0.338399,0.012655797169676805
21289,0.710918,0.0,0.617239,0.0,0.834939,0.0,0.456022,0.0,0.715292,0.0,0.726089,0.0,0.452178,0.0
21290,0.6286615,0.005978587834932252,0.3991075,0.013070868850233312,0.933476,0.003449266878628013,0.378004,0.0062211254608792255,0.608576,0.008752567737527086,0.6662915,0.004810447432412085,0.33258350000000003,0.009621601971605338
21291,0.712004,0.0,0.617239,0.0,0.837439,0.0,0.458618,0.0,0.716396,0.0,0.727339,0.0,0.454678,0.0
21292,0.6318254999999999,0.0074592694347369115,0.4037035,0.014380430608990812,0.9346955,0.001724633439314046,0.38358650000000005,0.009985054857135234,0.6125095,0.010414975780096652,0.6691995,0.006327898584838403,0.338399,0.012655797169676805
21293,0.710918,0.0,0.617239,0.0,0.834939,0.0,0.456022,0.0,0.715292,0.0,0.726089,0.0,0.452178,0.0
21294,0.6286565,0.007474825783922992,0.3991075,0.015689992367748314,0.933476,0.003449266878628013,0.378016,0.008507908791236531,0.6086635,0.010871766760743187,0.6662915,0.006120009191169546,0.33258350000000003,0.012240725489120339
21295,0.712004,0.0,0.617239,0.0,0.837439,0.0,0.458618,0.0,0.716396,0.0,0.727339,0.0,0.454678,0.0
21296,0.641887,0.012677010373112385,0.424074,0.024856217572269492,0.9310065,0.003492400392280377,0.3961205,0.017299367401728896,0.6264205,0.01719754402523797,0.67754,0.010681555036603953,0.35508,0.021363110073207986
